Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q53WE1	unreviewed	DUF6285 domain-containing protein	TTHB013	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	116					
Q53WE2	unreviewed	Phosphoglycerate mutase family protein	TTHB012	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	217	cytoplasm [GO:0005737]; phosphatase activity [GO:0016791]		cytoplasm [GO:0005737]	phosphatase activity [GO:0016791]	GO:0005737; GO:0016791
Q53WE3	unreviewed	Probable transposase	TTHB011	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	94					
Q53WE4	unreviewed	Transposase-related protein	TTHB010	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	74	nucleic acid binding [GO:0003676]			nucleic acid binding [GO:0003676]	GO:0003676
Q53WE6	unreviewed	Antitoxin	TTHB008	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	76					
Q53WE7	unreviewed	BrnT family toxin	TTHB007	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	90					
Q53WE8	unreviewed	Uncharacterized protein	TTHB006	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	102					
Q53WE9	unreviewed	Probable transposase	TTHB005	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	153					
Q53WF1	unreviewed	Sel1 repeat family protein	TTHB003	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	91	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q53WF2	unreviewed	Transposase IS701-like DDE domain-containing protein	TTHB002	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	120					
Q53WF3	unreviewed	Transposase IS701-like DDE domain-containing protein	TTHB001	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	99					
Q53WF4	unreviewed	CRISPR system Cms protein Csm4	TTHB150	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	291	RNA binding [GO:0003723]; defense response to virus [GO:0051607]	defense response to virus [GO:0051607]		RNA binding [GO:0003723]	GO:0003723; GO:0051607
Q53WF5	unreviewed	CRISPR system Cms endoribonuclease Csm3 (CRISPR type III A-associated RAMP protein Csm3)	TTHB149	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	241	endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; defense response to virus [GO:0051607]	defense response to virus [GO:0051607]		endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	GO:0003723; GO:0004519; GO:0016787; GO:0051607
Q53WF6	unreviewed	CRISPR system Cms protein Csm2 (CRISPR type III A-associated protein Csm2)	TTHB148	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	134	RNA binding [GO:0003723]; defense response to virus [GO:0051607]	defense response to virus [GO:0051607]		RNA binding [GO:0003723]	GO:0003723; GO:0051607
Q53WF8	unreviewed	Tryptophan-rich sensory protein	TTHB113	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	262	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q53WF9	unreviewed	DUF1722 domain-containing protein	TTHB112	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	315					
Q53WG0	unreviewed	Polymerase beta nucleotidyltransferase domain-containing protein	TTHB111	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	130					
Q53WG1	unreviewed	Mutator family transposase	TTHB200	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	229	DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]	DNA transposition [GO:0006313]		DNA binding [GO:0003677]; transposase activity [GO:0004803]	GO:0003677; GO:0004803; GO:0006313
Q53WG2	unreviewed	HEAT repeat domain-containing protein	TTHB199	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	947	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
Q53WG3	unreviewed	Uncharacterized protein	TTHB198	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	402					
Q53WG4	unreviewed	Probable formate dehydrogenase	TTHB197	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	761	membrane [GO:0016020]; 4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]		membrane [GO:0016020]	4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]	GO:0008863; GO:0016020; GO:0030151; GO:0043546; GO:0051539
Q53WG7	unreviewed	Uncharacterized protein	TTHB194	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	124					
Q53WH0	unreviewed	Type I-E CRISPR-associated protein Cas5/CasD	TTHB191	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	248	RNA binding [GO:0003723]; defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571]	defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571]		RNA binding [GO:0003723]	GO:0003723; GO:0043571; GO:0051607
Q53WH1	unreviewed	Beta-lactamase-related domain-containing protein	TTHB021	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	176					
Q53WH2	unreviewed	3-oxoacyl-[acyl carrier protein] reductase	TTHB020	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	263	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616
Q53WH3	unreviewed	MaoC-related acyl dehydratase	TTHB019	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	151					
Q53WH4	unreviewed	Thioesterase domain-containing protein	TTHB018	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	117	acyl-CoA hydrolase activity [GO:0016289]			acyl-CoA hydrolase activity [GO:0016289]	GO:0016289
Q53WH5	unreviewed	Medium-chain acyl-CoA ligase-related protein	TTHB017	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	314	ligase activity [GO:0016874]; fatty acid metabolic process [GO:0006631]	fatty acid metabolic process [GO:0006631]		ligase activity [GO:0016874]	GO:0006631; GO:0016874
Q53WH6	unreviewed	Oxidoreductase, short-chain dehydrogenase/reductase family	TTHB016	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	253	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616
Q53WH7	unreviewed	Acyl-CoA dehydrogenase	TTHB015	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	386	cytoplasm [GO:0005737]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	cytoplasm [GO:0005737]	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0005737; GO:0033539; GO:0050660
Q53WH8	unreviewed	Probable phosphotransferase	TTHB014	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	325					
Q53WI1	unreviewed	Uncharacterized protein	TTHB245	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	284	NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]; organic acid catabolic process [GO:0016054]	organic acid catabolic process [GO:0016054]		NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]	GO:0016054; GO:0016491; GO:0050661; GO:0051287
Q53WI2	unreviewed	Phenol hydroxylase component B	TTHB244	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	157	FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]; pyrimidine nucleobase catabolic process [GO:0006208]	pyrimidine nucleobase catabolic process [GO:0006208]		FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]	GO:0006208; GO:0010181; GO:0042602
Q53WI3	unreviewed	DMT family transporter	TTHB243	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	148	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
Q53WI4	unreviewed	4-oxalocrotonate tautomerase	TTHB242	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	64	isomerase activity [GO:0016853]			isomerase activity [GO:0016853]	GO:0016853
Q56419	reviewed	MEMO1 family protein TTHA0924	TTHA0924	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	326					
Q5SGM0	unreviewed	MerR family transcriptional regulator	TTHC014	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	145					
Q5SGM1	unreviewed	Toxin-like protein	TTHC013	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	89					
Q5SGM2	unreviewed	Anti-toxin-like protein	TTHC012	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	70	regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]			GO:0006355
Q5SGM3	unreviewed	DUF2283 domain-containing protein	TTHC011	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	70					
Q5SGM4	unreviewed	Uncharacterized protein	TTHC010	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	90					
Q5SGM5	unreviewed	DUF7718 domain-containing protein	TTHC009	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	109					
Q5SGM6	unreviewed	Uncharacterized protein	TTHC008	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	127					
Q5SGM7	unreviewed	Uncharacterized protein	TTHC007	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	259					
Q5SGM8	unreviewed	Uncharacterized protein	TTHC006	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	116					
Q5SGM9	unreviewed	Lipoprotein	TTHC005	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	158					
Q5SGN0	unreviewed	Peptidase C39-like domain-containing protein	TTHC004	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	249					
Q5SGN1	unreviewed	Uncharacterized protein	TTHC003	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	168					
Q5SGN2	unreviewed	Uncharacterized protein	TTHC002	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	90					
Q5SGN3	unreviewed	RepA protein	TTHC001	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	387					
Q5SGW0	unreviewed	Chromosome partitioning ATPase, ParA family	TTHA1970	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	249					
Q5SGW1	unreviewed	Chromosome partitioning protein, ParB family	TTHA1969	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	269	chromosome [GO:0005694]; DNA binding [GO:0003677]; chromosome segregation [GO:0007059]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]	chromosome segregation [GO:0007059]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]	chromosome [GO:0005694]	DNA binding [GO:0003677]	GO:0003677; GO:0005694; GO:0007059; GO:0045881
Q5SGW2	unreviewed	Competence protein ComEC	TTHA1968	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	677	plasma membrane [GO:0005886]; establishment of competence for transformation [GO:0030420]	establishment of competence for transformation [GO:0030420]	plasma membrane [GO:0005886]		GO:0005886; GO:0030420
Q5SGW3	unreviewed	Competence protein ComEA-related protein	TTHA1967	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	75	type II protein secretion system complex [GO:0015627]; DNA binding [GO:0003677]; DNA repair [GO:0006281]; protein secretion by the type II secretion system [GO:0015628]	DNA repair [GO:0006281]; protein secretion by the type II secretion system [GO:0015628]	type II protein secretion system complex [GO:0015627]	DNA binding [GO:0003677]	GO:0003677; GO:0006281; GO:0015627; GO:0015628
Q5SGW4	unreviewed	YcxB-like protein domain-containing protein	TTHA1966	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	208	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SGW6	unreviewed	TFIIB-type zinc ribbon-containing protein	TTHA1964	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	164					
Q5SGW9	unreviewed	CvpA family protein	TTHA1961	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	154	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SGX0	unreviewed	Uncharacterized protein	TTHA1960	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	20					
Q5SGX3	unreviewed	FAD dependent oxidoreductase domain-containing protein	TTHA1957	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	155					
Q5SGX4	unreviewed	2-oxoacid-ferredoxin oxidoreductase beta chain	TTHA1956	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	304	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]; thiamine pyrophosphate binding [GO:0030976]			iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]; thiamine pyrophosphate binding [GO:0030976]	GO:0016625; GO:0030976; GO:0051536
Q5SGX5	unreviewed	2-oxoacid--ferredoxin oxidoreductase, alpha chain	TTHA1955	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	616	oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]; response to oxidative stress [GO:0006979]	response to oxidative stress [GO:0006979]		oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]	GO:0006979; GO:0016903
Q5SGX6	unreviewed	HD domain-containing protein	TTHA1954	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	155					
Q5SGX7	unreviewed	Copper-sensing transcriptional repressor CsoR	TTHA1953	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	93	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0045892; GO:0046872
Q5SGX9	unreviewed	Uncharacterized protein	TTHA1951	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	163					
Q5SGY1	unreviewed	Uncharacterized protein	TTHA1949	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	415					
Q5SGY3	unreviewed	MutT/nudix family protein	TTHA1947	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	155	coenzyme A diphosphatase activity [GO:0010945]; metal ion binding [GO:0046872]			coenzyme A diphosphatase activity [GO:0010945]; metal ion binding [GO:0046872]	GO:0010945; GO:0046872
Q5SGY4	unreviewed	Beta-lactamase regulatory protein (MazG)	TTHA1946	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	198	nucleoside triphosphate diphosphatase activity [GO:0047429]; dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; response to stress [GO:0006950]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]	dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; response to stress [GO:0006950]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]		nucleoside triphosphate diphosphatase activity [GO:0047429]	GO:0006203; GO:0006950; GO:0046047; GO:0046052; GO:0046061; GO:0046076; GO:0046081; GO:0047429
Q5SGY5	unreviewed	Uncharacterized protein	TTHA1945	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	147	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SGY6	reviewed	UPF0145 protein TTHA1944	TTHA1944	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	114					
Q5SGY7	unreviewed	Transporter	TTHA1943	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	136					
Q5SGY8	unreviewed	Cytochrome c oxidase assembly protein	TTHA1942	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	194	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	GO:0046872
Q5SGY9	unreviewed	ZIP zinc transporter family protein	TTHA1941	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	264	plasma membrane [GO:0005886]; zinc ion transmembrane transporter activity [GO:0005385]		plasma membrane [GO:0005886]	zinc ion transmembrane transporter activity [GO:0005385]	GO:0005385; GO:0005886
Q5SGZ1	unreviewed	MutT/nudix family protein	TTHA1939	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	155	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
Q5SGZ2	unreviewed	Acyl-CoA dehydrogenase	TTHA1938	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	387	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660
Q5SGZ4	unreviewed	Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein	TTHA1936	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	398	cell envelope [GO:0030313]		cell envelope [GO:0030313]		GO:0030313
Q5SGZ5	unreviewed	Probable NADPH quinone oxidoreductase	TTHA1935	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	347	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
Q5SGZ6	unreviewed	Xylose isomerase-like TIM barrel domain-containing protein	TTHA1934	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	258					
Q5SGZ7	unreviewed	Probable c-type cytochrome	TTHA1933	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	243	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]			electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	GO:0005506; GO:0009055; GO:0020037
Q5SGZ8	unreviewed	Probable c-type cytochrome	TTHA1932	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	160	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SGZ9	unreviewed	Quinol-cytochrome c reductase, Rieske iron-sulfur subunit	TTHA1931	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	210	membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]		membrane [GO:0016020]	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]	GO:0016020; GO:0046872; GO:0051537
