Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A0U3FJG7	unreviewed	Fe-S cluster assembly ATPase SufC	ATY89_11065 ATZ20_02620	Sulfolobus acidocaldarius	248	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0U3FJM7	unreviewed	Pseudouridylate synthase	ATY89_11445 ATZ20_03000	Sulfolobus acidocaldarius	358	RNA binding [GO:0003723]			RNA binding [GO:0003723]	GO:0003723
A0A0U3FJP2	unreviewed	MarR family transcriptional regulator	ATY89_00590	Sulfolobus acidocaldarius	267	membrane [GO:0016020]; DNA-binding transcription factor activity [GO:0003700]		membrane [GO:0016020]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0016020
A0A0U3FJQ7	unreviewed	Uncharacterized protein	ATY89_01865 ATZ20_04900	Sulfolobus acidocaldarius	163					
A0A0U3FJS8	unreviewed	Nitroreductase	ATY89_03725 ATZ20_06750	Sulfolobus acidocaldarius	231	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]		membrane [GO:0016020]	oxidoreductase activity [GO:0016491]	GO:0016020; GO:0016491
A0A0U3FJT9	unreviewed	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	ATY89_04915 ATZ20_07940	Sulfolobus acidocaldarius	395	cytosol [GO:0005829]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine biosynthetic process [GO:0009228]	thiamine biosynthetic process [GO:0009228]	cytosol [GO:0005829]	hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]	GO:0005829; GO:0008902; GO:0008972; GO:0009228
A0A0U3FJZ5	unreviewed	Carbon monoxide dehydrogenase	ATY89_07920 ATZ20_10940	Sulfolobus acidocaldarius	148					
A0A0U3FK00	unreviewed	Class II glutamine amidotransferase	ATY89_08880 ATZ20_00290	Sulfolobus acidocaldarius	244	transferase activity [GO:0016740]			transferase activity [GO:0016740]	GO:0016740
A0A0U3FK79	unreviewed	Uncharacterized protein	ATY89_08915 ATZ20_00330	Sulfolobus acidocaldarius	185	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FKC0	unreviewed	Uncharacterized protein	ATY89_09085 ATZ20_00495	Sulfolobus acidocaldarius	427					
A0A0U3FKF4	unreviewed	Repressor	ATY89_09255 ATZ20_00665	Sulfolobus acidocaldarius	262	DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]			GO:0006351
A0A0U3FKJ0	unreviewed	Metallopeptidase	ATY89_09430 ATZ20_00840	Sulfolobus acidocaldarius	138					
A0A0U3FKM7	unreviewed	Uncharacterized protein	ATZ20_01110	Sulfolobus acidocaldarius	252					
A0A0U3FKQ7	unreviewed	Deoxycytidine triphosphate deaminase	ATY89_09760 ATZ20_01315	Sulfolobus acidocaldarius	158	dCTP deaminase activity [GO:0008829]; dUTP biosynthetic process [GO:0006229]	dUTP biosynthetic process [GO:0006229]		dCTP deaminase activity [GO:0008829]	GO:0006229; GO:0008829
A0A0U3FKR8	unreviewed	FAD-dependent oxidoreductase	ATY89_09850 ATZ20_01405	Sulfolobus acidocaldarius	367	cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]		cytoplasm [GO:0005737]	oxidoreductase activity [GO:0016491]	GO:0005737; GO:0016491
A0A0U3FKS9	unreviewed	B3/B4 tRNA-binding domain-containing protein	ATY89_09930 ATZ20_01485	Sulfolobus acidocaldarius	222	phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]			phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]	GO:0003723; GO:0004826
A0A0U3FKZ7	unreviewed	ATP synthase subunit K	ATY89_10345 ATZ20_01900	Sulfolobus acidocaldarius	101	proton-transporting V-type ATPase, V0 domain [GO:0033179]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]		proton-transporting V-type ATPase, V0 domain [GO:0033179]	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0033179; GO:0046961
A0A0U3FL55	unreviewed	Gamma carbonic anhydrase family protein	ATY89_10610 ATZ20_02165	Sulfolobus acidocaldarius	169					
A0A0U3FL65	unreviewed	MFS transporter	ATY89_00220 ATZ20_03265	Sulfolobus acidocaldarius	395	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A0U3FLF0	unreviewed	CBS domain-containing protein	ATY89_00660 ATZ20_03700	Sulfolobus acidocaldarius	160					
A0A0U3FLJ5	unreviewed	Uncharacterized protein	ATY89_00050 ATZ20_03095	Sulfolobus acidocaldarius	69					
A0A0U3FLK4	unreviewed	Uncharacterized protein	ATZ20_03190	Sulfolobus acidocaldarius	217	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FLK5	unreviewed	3-hydroxybutyryl-CoA dehydrogenase	ATY89_01080 ATZ20_04115	Sulfolobus acidocaldarius	396	NAD+ binding [GO:0070403]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; fatty acid metabolic process [GO:0006631]	fatty acid metabolic process [GO:0006631]		NAD+ binding [GO:0070403]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0006631; GO:0016616; GO:0070403
A0A0U3FLL4	unreviewed	DUF973 family protein	ATY89_01170 ATZ20_04205	Sulfolobus acidocaldarius	287	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FLM2	unreviewed	Uncharacterized protein	ATY89_01265 ATZ20_04300	Sulfolobus acidocaldarius	281					
A0A0U3FLP7	unreviewed	3-ketoacyl-ACP reductase	ATZ20_03385	Sulfolobus acidocaldarius	255	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]; fatty acid biosynthetic process [GO:0006633]	fatty acid biosynthetic process [GO:0006633]		oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]	GO:0006633; GO:0016616; GO:0048038
A0A0U3FLQ2	unreviewed	Uncharacterized protein	ATY89_01435 ATZ20_04470	Sulfolobus acidocaldarius	70					
A0A0U3FLS4	unreviewed	Glucan 1,3-alpha-glucosidase	ATY89_00505 ATZ20_03550	Sulfolobus acidocaldarius	617	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975
A0A0U3FLT3	unreviewed	MarR family transcriptional regulator	ATZ20_03635	Sulfolobus acidocaldarius	269	membrane [GO:0016020]; DNA-binding transcription factor activity [GO:0003700]		membrane [GO:0016020]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0016020
A0A0U3FLU4	unreviewed	Molybdenum cofactor biosynthesis protein MoaD	ATY89_01685 ATZ20_04720	Sulfolobus acidocaldarius	235	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]			GO:0006777
A0A0U3FLU8	unreviewed	Sugar ABC transporter permease	ATY89_00675 ATZ20_03715	Sulfolobus acidocaldarius	294	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
A0A0U3FLW7	unreviewed	Carbon monoxide dehydrogenase	ATY89_01850 ATZ20_04885	Sulfolobus acidocaldarius	168	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872; GO:0051537
A0A0U3FM18	unreviewed	Uncharacterized protein	ATY89_01165 ATZ20_04200	Sulfolobus acidocaldarius	570					
A0A0U3FM33	unreviewed	Uncharacterized protein	ATY89_01260 ATZ20_04295	Sulfolobus acidocaldarius	103					
A0A0U3FM42	unreviewed	2-alkenal reductase	ATY89_01340 ATZ20_04375	Sulfolobus acidocaldarius	297	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508
A0A0U3FM59	unreviewed	Multidrug ABC transporter permease	ATY89_01420 ATZ20_04455	Sulfolobus acidocaldarius	294	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ABC-type transporter activity [GO:0140359]	GO:0043190; GO:0140359
A0A0U3FM64	unreviewed	Phosphoesterase	ATY89_01505 ATZ20_04540	Sulfolobus acidocaldarius	179					
A0A0U3FMB2	unreviewed	Uncharacterized protein	ATY89_00025 ATZ20_03070	Sulfolobus acidocaldarius	133					
A0A0U3FMC3	unreviewed	Uncharacterized protein	ATY89_00245 ATZ20_03290	Sulfolobus acidocaldarius	130	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FMD0	unreviewed	3-ketoacyl-ACP reductase	ATY89_00340	Sulfolobus acidocaldarius	255	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]; fatty acid biosynthetic process [GO:0006633]	fatty acid biosynthetic process [GO:0006633]		oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]	GO:0006633; GO:0016616; GO:0048038
A0A0U3FMD4	unreviewed	ArnR1-like winged helix-turn-helix domain-containing protein	ATY89_02020 ATZ20_05055	Sulfolobus acidocaldarius	101					
A0A0U3FME2	unreviewed	Uncharacterized protein	ATY89_00425 ATZ20_03470	Sulfolobus acidocaldarius	429					
A0A0U3FMF5	unreviewed	Glycogen debranching protein	ATY89_00510 ATZ20_03555	Sulfolobus acidocaldarius	610	4-alpha-glucanotransferase activity [GO:0004134]; amylo-alpha-1,6-glucosidase activity [GO:0004135]; glycogen catabolic process [GO:0005980]	glycogen catabolic process [GO:0005980]		4-alpha-glucanotransferase activity [GO:0004134]; amylo-alpha-1,6-glucosidase activity [GO:0004135]	GO:0004134; GO:0004135; GO:0005980
A0A0U3FMG6	unreviewed	Uncharacterized protein	ATY89_00605 ATZ20_03650	Sulfolobus acidocaldarius	250	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FMH0	unreviewed	Protein methyltransferase	ATY89_02190 ATZ20_05225	Sulfolobus acidocaldarius	255	tRNA (m1A) methyltransferase complex [GO:0031515]; tRNA (adenine(58)-N1)-methyltransferase activity [GO:0160107]; tRNA methylation [GO:0030488]	tRNA methylation [GO:0030488]	tRNA (m1A) methyltransferase complex [GO:0031515]	tRNA (adenine(58)-N1)-methyltransferase activity [GO:0160107]	GO:0030488; GO:0031515; GO:0160107
A0A0U3FMH2	unreviewed	MerR family transcriptional regulator	ATY89_00690 ATZ20_03730	Sulfolobus acidocaldarius	349					
A0A0U3FMI2	unreviewed	Heme ABC transporter	ATY89_02740 ATZ20_05765	Sulfolobus acidocaldarius	266	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0U3FMI7	unreviewed	Uncharacterized protein	ATY89_00785 ATZ20_03825	Sulfolobus acidocaldarius	521	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FMJ3	unreviewed	Glycosyl transferase	ATY89_02370 ATZ20_05405	Sulfolobus acidocaldarius	352	glycosyltransferase activity [GO:0016757]			glycosyltransferase activity [GO:0016757]	GO:0016757
A0A0U3FML3	unreviewed	(2Fe-2S)-binding protein	ATY89_02480 ATZ20_05515	Sulfolobus acidocaldarius	464	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
A0A0U3FML8	unreviewed	Sugar isomerase	ATY89_01015 ATZ20_04050	Sulfolobus acidocaldarius	274	carbohydrate derivative binding [GO:0097367]; isomerase activity [GO:0016853]; carbohydrate derivative metabolic process [GO:1901135]	carbohydrate derivative metabolic process [GO:1901135]		carbohydrate derivative binding [GO:0097367]; isomerase activity [GO:0016853]	GO:0016853; GO:0097367; GO:1901135
A0A0U3FMM7	unreviewed	Acyl-CoA dehydrogenase	ATY89_01115 ATZ20_04150	Sulfolobus acidocaldarius	267	acyl-CoA dehydrogenase activity [GO:0003995]			acyl-CoA dehydrogenase activity [GO:0003995]	GO:0003995
A0A0U3FMQ2	unreviewed	Acyl-CoA dehydrogenase	ATY89_01295 ATZ20_04330	Sulfolobus acidocaldarius	399	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660
A0A0U3FMQ9	unreviewed	SF3 helicase domain-containing protein	ATY89_03235 ATZ20_06260	Sulfolobus acidocaldarius	533					
A0A0U3FMR5	unreviewed	Peptidase U62	ATY89_01375 ATZ20_04410	Sulfolobus acidocaldarius	461	cytosol [GO:0005829]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	cytosol [GO:0005829]	metallopeptidase activity [GO:0008237]	GO:0005829; GO:0006508; GO:0008237
A0A0U3FMW0	unreviewed	Ribonuclease BN	ATY89_03080 ATZ20_06105	Sulfolobus acidocaldarius	91	nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]		nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]	GO:0000213; GO:0003676; GO:0006388
A0A0U3FMY9	unreviewed	Zinc transporter	ATY89_03700 ATZ20_06725	Sulfolobus acidocaldarius	210	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0U3FN04	unreviewed	D-fructose 1,6-bisphosphatase	ATY89_01790 ATZ20_04825	Sulfolobus acidocaldarius	267	inositol monophosphate 1-phosphatase activity [GO:0008934]; metal ion binding [GO:0046872]; inositol metabolic process [GO:0006020]; signal transduction [GO:0007165]	inositol metabolic process [GO:0006020]; signal transduction [GO:0007165]		inositol monophosphate 1-phosphatase activity [GO:0008934]; metal ion binding [GO:0046872]	GO:0006020; GO:0007165; GO:0008934; GO:0046872
A0A0U3FN09	unreviewed	Transposase	ATY89_03820 ATZ20_06845	Sulfolobus acidocaldarius	59					
A0A0U3FN19	unreviewed	Conjugal transfer protein	ATY89_03905 ATZ20_06930	Sulfolobus acidocaldarius	95	DNA-binding transcription factor activity [GO:0003700]			DNA-binding transcription factor activity [GO:0003700]	GO:0003700
A0A0U3FN28	unreviewed	Protein phosphatase	ATY89_03645 ATZ20_06670	Sulfolobus acidocaldarius	155	protein tyrosine phosphatase activity [GO:0004725]			protein tyrosine phosphatase activity [GO:0004725]	GO:0004725
A0A0U3FN36	unreviewed	UPF0147 protein ATY89_01975	ATY89_01975 ATZ20_05010	Sulfolobus acidocaldarius	89					
A0A0U3FN47	unreviewed	Glycosyl transferase family 2	ATY89_02070 ATZ20_05105	Sulfolobus acidocaldarius	287	membrane [GO:0016020]; transferase activity [GO:0016740]		membrane [GO:0016020]	transferase activity [GO:0016740]	GO:0016020; GO:0016740
A0A0U3FN56	unreviewed	Conjugal transfer protein	ATY89_03770 ATZ20_06795	Sulfolobus acidocaldarius	487	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FN65	unreviewed	Uncharacterized protein	ATY89_03865 ATZ20_06890	Sulfolobus acidocaldarius	178					
A0A0U3FN67	unreviewed	Small ribosomal subunit protein eS6	rps6e ATY89_02255 ATZ20_05290	Sulfolobus acidocaldarius	213	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
A0A0U3FN86	unreviewed	Sugar translocase	ATY89_04045 ATZ20_07070	Sulfolobus acidocaldarius	143	plasma membrane [GO:0005886]; polysaccharide biosynthetic process [GO:0000271]	polysaccharide biosynthetic process [GO:0000271]	plasma membrane [GO:0005886]		GO:0000271; GO:0005886
A0A0U3FNA2	unreviewed	Exonuclease	ATY89_02470 ATZ20_05505	Sulfolobus acidocaldarius	326	exonuclease activity [GO:0004527]; RNA endonuclease activity [GO:0004521]			exonuclease activity [GO:0004527]; RNA endonuclease activity [GO:0004521]	GO:0004521; GO:0004527
A0A0U3FNA5	unreviewed	Uncharacterized protein	ATY89_04145 ATZ20_07170	Sulfolobus acidocaldarius	106					
A0A0U3FNC6	unreviewed	Nucleotidyltransferase	ATY89_02575 ATZ20_05605	Sulfolobus acidocaldarius	186	transferase activity [GO:0016740]			transferase activity [GO:0016740]	GO:0016740
A0A0U3FND3	unreviewed	Uncharacterized protein	ATY89_04460 ATZ20_07485	Sulfolobus acidocaldarius	320					
A0A0U3FNE7	unreviewed	Uncharacterized protein	ATY89_02680 ATZ20_05705	Sulfolobus acidocaldarius	96					
A0A0U3FNF5	unreviewed	Response regulator SirA	ATY89_04630 ATZ20_07655	Sulfolobus acidocaldarius	77					
A0A0U3FNH5	unreviewed	Uncharacterized protein	ATY89_04710 ATZ20_07735	Sulfolobus acidocaldarius	140					
A0A0U3FNJ1	unreviewed	TetR family transcriptional regulator	ATY89_04795 ATZ20_07820	Sulfolobus acidocaldarius	102	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FNL3	unreviewed	Ligase	ATY89_04730 ATZ20_07755	Sulfolobus acidocaldarius	265	ligase activity [GO:0016874]; protein modification process [GO:0036211]	protein modification process [GO:0036211]		ligase activity [GO:0016874]	GO:0016874; GO:0036211
A0A0U3FNL5	unreviewed	Methylmalonyl-CoA carboxyltransferase	ATY89_04970 ATZ20_07995	Sulfolobus acidocaldarius	519	propionyl-CoA carboxylase activity [GO:0004658]; transferase activity [GO:0016740]			propionyl-CoA carboxylase activity [GO:0004658]; transferase activity [GO:0016740]	GO:0004658; GO:0016740
A0A0U3FNM7	unreviewed	4Fe-4S ferredoxin	ATY89_04815 ATZ20_07840	Sulfolobus acidocaldarius	89	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]			iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]	GO:0005506; GO:0051536
A0A0U3FNN9	unreviewed	Glycosyl transferase family 2	ATY89_04905 ATZ20_07930	Sulfolobus acidocaldarius	391	membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]		membrane [GO:0016020]	glycosyltransferase activity [GO:0016757]	GO:0016020; GO:0016757
A0A0U3FNP7	unreviewed	Aldehyde dehydrogenase	ATY89_05145 ATZ20_08170	Sulfolobus acidocaldarius	507	lactaldehyde dehydrogenase (NAD+) activity [GO:0008911]			lactaldehyde dehydrogenase (NAD+) activity [GO:0008911]	GO:0008911
A0A0U3FNU1	unreviewed	Uncharacterized protein	ATY89_05405 ATZ20_08425	Sulfolobus acidocaldarius	86					
A0A0U3FNW7	unreviewed	FAD-linked oxidase	ATY89_05255 ATZ20_08275	Sulfolobus acidocaldarius	459	catalytic activity [GO:0003824]; FAD binding [GO:0071949]			catalytic activity [GO:0003824]; FAD binding [GO:0071949]	GO:0003824; GO:0071949
A0A0U3FNX0	unreviewed	AAA family ATPase	ATY89_03750 ATZ20_06775	Sulfolobus acidocaldarius	453	ATP binding [GO:0005524]			ATP binding [GO:0005524]	GO:0005524
A0A0U3FNX1	unreviewed	DUF973 family protein	ATY89_05580 ATZ20_08605	Sulfolobus acidocaldarius	279	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FNZ8	unreviewed	Conjugal transfer protein	ATY89_03935 ATZ20_06960	Sulfolobus acidocaldarius	106	zinc ion binding [GO:0008270]			zinc ion binding [GO:0008270]	GO:0008270
A0A0U3FP02	unreviewed	AbrB family transcriptional regulator	ATY89_05770 ATZ20_08795	Sulfolobus acidocaldarius	53	DNA binding [GO:0003677]			DNA binding [GO:0003677]	GO:0003677
A0A0U3FP28	unreviewed	Amino acid permease	ATY89_04140 ATZ20_07165	Sulfolobus acidocaldarius	466	membrane [GO:0016020]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	membrane [GO:0016020]		GO:0016020; GO:0055085
A0A0U3FP30	unreviewed	GTPase	ATY89_05965 ATZ20_08990	Sulfolobus acidocaldarius	319	ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]			ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0016887
